21223,"Copper, nickel, lead and zinc ore mining",5,21
21229,Other metal ore mining,5,21
21231,Stone mining and quarrying,5,21
21232,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",5,21
21239,Other non-metallic mineral mining and quarrying,5,21
21311,"Support activities for mining, and oil and gas extraction",5,21
211111,Crude Petroleum and Natural Gas Extraction,6,21
211112,Natural Gas Liquid Extraction,6,21
211113,Conventional oil and gas extraction,6,21
211114,Non-conventional oil extraction,6,21
212111,Bituminous Coal and Lignite Surface Mining,6,21
212112,Bituminous Coal Underground Mining,6,21
212113,Anthracite Mining,6,21
212114,Bituminous coal mining,6,21
212115,Subbituminous coal mining,6,21
212116,Lignite coal mining,6,21
212210,Iron ore mining,6,21
212220,Gold and silver ore mining,6,21
212221,Gold Ore Mining,6,21
212222,Silver Ore Mining,6,21
212231,Lead-zinc ore mining,6,21
212232,Nickel-copper ore mining,6,21
212233,Copper-zinc ore mining,6,21
212234,Copper Ore and Nickel Ore Mining,6,21
212291,Uranium ore mining,6,21
212299,All other metal ore mining,6,21
212311,Dimension Stone Mining and Quarrying,6,21
212312,Crushed and Broken Limestone Mining and Quarrying,6,21
212313,Crushed and Broken Granite Mining and Quarrying,6,21
212314,Granite mining and quarrying,6,21
212315,Limestone mining and quarrying,6,21
212316,Marble mining and quarrying,6,21
212317,Sandstone mining and quarrying,6,21
212319,Other Crushed and Broken Stone Mining and Quarrying,6,21
212321,Construction Sand and Gravel Mining,6,21
212322,Industrial Sand Mining,6,21
212323,Sand and gravel mining and quarrying,6,21
212324,Kaolin and Ball Clay Mining,6,21
212325,Clay and Ceramic and Refractory Minerals Mining,6,21
212326,"Shale, clay and refractory mineral mining and quarrying",6,21
212391,"Potash, Soda, and Borate Mineral Mining",6,21
212392,Diamond mining,6,21
212393,Salt mining,6,21
212394,Asbestos mining,6,21
212395,Gypsum mining,6,21
212396,Potash mining,6,21
212397,Peat extraction,6,21
212398,All other non-metallic mineral mining and quarrying,6,21
212399,All Other Nonmetallic Mineral Mining,6,21
213111,Oil and gas contract drilling,6,21
213112,Support Activities for Oil and Gas Operations,6,21
213113,Support Activities for Coal Mining,6,21
213114,Support Activities for Metal Mining,6,21
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,6,21
213117,Contract drilling (except oil and gas),6,21
213118,Services to oil and gas extraction,6,21
213119,Other support activities for mining,6,21
22,Utilities,2,22
221,Utilities,3,22
2211,"Electric power generation, transmission and distribution",4,22
2212,Natural gas distribution,4,22
2213,"Water, sewage and other systems",4,22
22111,Electric power generation,5,22
22112,"Electric power transmission, control and distribution",5,22
22121,Natural gas distribution,5,22
22131,Water supply and irrigation systems,5,22
22132,Sewage treatment facilities,5,22
22133,Steam and air-conditioning supply,5,22
221111,Hydro-electric power generation,6,22
221112,Fossil-fuel electric power generation,6,22
221113,Nuclear electric power generation,6,22
221114,Solar Electric Power Generation,6,22
221115,Wind Electric Power Generation,6,22
221116,Geothermal Electric Power Generation,6,22
221117,Biomass Electric Power Generation,6,22
221118,Other Electric Power Generation,6,22
221119,Other electric power generation,6,22
221121,Electric bulk power transmission and control,6,22
221122,Electric power distribution,6,22
221210,Natural gas distribution,6,22
221310,Water supply and irrigation systems,6,22
221320,Sewage treatment facilities,6,22
221330,Steam and air-conditioning supply,6,22
222210,Suministro de gas por ductos al consumidor final,6,22
23,Construction,2,23
236,Construction of buildings,3,23
237,Heavy and civil engineering construction,3,23
238,Specialty trade contractors,3,23
2361,Residential building construction,4,23
2362,Non-residential building construction,4,23
2371,Utility system construction,4,23
2372,Land subdivision,4,23
2373,"Highway, street and bridge construction",4,23
2379,Other heavy and civil engineering construction,4,23
2381,"Foundation, structure, and building exterior contractors",4,23
2382,Building equipment contractors,4,23
2383,Building finishing contractors,4,23
2389,Other specialty trade contractors,4,23
23611,Residential building construction,5,23
23621,Industrial building and structure construction,5,23
23622,Commercial and institutional building construction,5,23
23711,Water and sewer line and related structures construction,5,23
23712,Oil and gas pipeline and related structures construction,5,23
23713,Power and communication line and related structures construction,5,23
23721,Land subdivision,5,23
23731,"Highway, street and bridge construction",5,23
23799,Other heavy and civil engineering construction,5,23
23811,Poured concrete foundation and structure contractors,5,23
23812,Structural steel and precast concrete contractors,5,23
23813,Framing contractors,5,23
23814,Masonry contractors,5,23
23815,Glass and glazing contractors,5,23
23816,Roofing contractors,5,23
23817,Siding contractors,5,23
23819,"Other foundation, structure and building exterior contractors",5,23
23821,Electrical contractors and other wiring installation contractors,5,23
23822,"Plumbing, heating and air-conditioning contractors",5,23
23829,Other building equipment contractors,5,23
23831,Drywall and insulation contractors,5,23
23832,Painting and wall covering contractors,5,23
23833,Flooring contractors,5,23
23834,Tile and terrazzo contractors,5,23
23835,Finish carpentry contractors,5,23
23839,Other building finishing contractors,5,23
23891,Site preparation contractors,5,23
23899,All other specialty trade contractors,5,23
236110,Residential building construction,6,23
236115,New Single-Family Housing Construction (except For-Sale Builders),6,23
236116,New Multifamily Housing Construction (except For-Sale Builders),6,23
236117,New Housing For-Sale Builders,6,23
236118,Residential Remodelers,6,23
236210,Industrial building and structure construction,6,23
236220,Commercial and institutional building construction,6,23
237110,Water and sewer line and related structures construction,6,23
237120,Oil and gas pipeline and related structures construction,6,23
237130,Power and communication line and related structures construction,6,23
237210,Land subdivision,6,23
237310,"Highway, street and bridge construction",6,23
237990,Other heavy and civil engineering construction,6,23
238110,Poured concrete foundation and structure contractors,6,23
238120,Structural steel and precast concrete contractors,6,23
238121,Montaje de estructuras de concreto prefabricadas,6,23
238122,Montaje de estructuras de acero prefabricadas,6,23
238130,Framing contractors,6,23
238140,Masonry contractors,6,23
238150,Glass and glazing contractors,6,23
238160,Roofing contractors,6,23
238170,Siding contractors,6,23
238190,"Other foundation, structure and building exterior contractors",6,23
238210,Electrical contractors and other wiring installation contractors,6,23
238220,"Plumbing, heating and air-conditioning contractors",6,23
238221,Instalaciones hidrosanitarias y de gas,6,23
238290,Other Building Equipment Contractors,6,23
238291,Elevator and escalator installation contractors,6,23
238299,All other building equipment contractors,6,23
238310,Drywall and insulation contractors,6,23
238312,"Trabajos de enyesado, empastado y tiroleado",6,23
238320,Painting and wall covering contractors,6,23
238330,Flooring contractors,6,23
238340,Tile and terrazzo contractors,6,23
238350,Finish carpentry contractors,6,23
238390,Other building finishing contractors,6,23
238910,Site preparation contractors,6,23
238990,All other specialty trade contractors,6,23
31-33,Manufacturing,2,31
311,Food manufacturing,3,31
312,Beverage and tobacco product manufacturing,3,31
313,Textile mills,3,31
314,Textile product mills,3,31
315,Clothing manufacturing,3,31
316,Leather and allied product manufacturing,3,31
3111,Animal food manufacturing,4,31
3112,Grain and oilseed milling,4,31
3113,Sugar and confectionery product manufacturing,4,31
3114,Fruit and vegetable preserving and specialty food manufacturing,4,31
3115,Dairy product manufacturing,4,31
3116,Meat product manufacturing,4,31
3117,Seafood product preparation and packaging,4,31
3118,Bakeries and tortilla manufacturing,4,31
3119,Other food manufacturing,4,31
3121,Beverage manufacturing,4,31
3122,Tobacco manufacturing,4,31
3131,"Fibre, yarn and thread mills",4,31
3132,Fabric mills,4,31
3133,Textile and fabric finishing and fabric coating,4,31
3141,Textile furnishings mills,4,31
3149,Other textile product mills,4,31
3151,Clothing knitting mills,4,31
3152,Cut and sew clothing manufacturing,4,31
3159,Clothing accessories and other clothing manufacturing,4,31
3161,Leather and hide tanning and finishing,4,31
3162,Footwear manufacturing,4,31
3169,Other leather and allied product manufacturing,4,31
31111,Animal food manufacturing,5,31
31121,Flour milling and malt manufacturing,5,31
31122,Starch and vegetable fat and oil manufacturing,5,31
31123,Breakfast cereal manufacturing,5,31
31131,Sugar manufacturing,5,31
31134,Non-chocolate confectionery manufacturing,5,31
31135,Chocolate and chocolate confectionery manufacturing,5,31
31141,Frozen food manufacturing,5,31
31142,"Fruit and vegetable canning, pickling and drying",5,31
31151,Dairy product (except frozen) manufacturing,5,31
31152,Ice cream and frozen dessert manufacturing,5,31
31161,Animal slaughtering and processing,5,31
31171,Seafood product preparation and packaging,5,31
31181,Bread and bakery product manufacturing,5,31
31182,"Cookie, cracker and pasta manufacturing",5,31
31183,Tortilla manufacturing,5,31
31191,Snack food manufacturing,5,31
31192,Coffee and tea manufacturing,5,31
31193,Flavouring syrup and concentrate manufacturing,5,31
31194,Seasoning and dressing manufacturing,5,31
31199,All other food manufacturing,5,31
31211,Soft drink and ice manufacturing,5,31
31212,Breweries,5,31
31213,Wineries,5,31
31214,Distilleries,5,31
31221,Tobacco stemming and redrying,5,31
31222,Tobacco product manufacturing,5,31
31311,"Fibre, yarn and thread mills",5,31
31321,Broad-woven fabric mills,5,31
31322,Narrow fabric mills and Schiffli machine embroidery,5,31
31323,Nonwoven fabric mills,5,31
31324,Knit fabric mills,5,31
31331,Textile and fabric finishing,5,31
31332,Fabric coating,5,31
31411,Carpet and rug mills,5,31
31412,Curtain and linen mills,5,31
31491,Textile bag and canvas mills,5,31
31499,All other textile product mills,5,31
31511,Hosiery and sock mills,5,31
31519,Other clothing knitting mills,5,31
31521,Cut and sew clothing contracting,5,31
31522,Men's and boys' cut and sew clothing manufacturing,5,31
31524,"Women's, girls' and infants' cut and sew clothing manufacturing",5,31
31528,Other cut and sew clothing manufacturing,5,31
31599,Clothing accessories and other clothing manufacturing,5,31
31611,Leather and hide tanning and finishing,5,31
31621,Footwear manufacturing,5,31
31699,Other leather and allied product manufacturing,5,31
311111,Dog and cat food manufacturing,6,31
311119,Other animal food manufacturing,6,31
311211,Flour milling,6,31
311212,Rice Milling,6,31
311213,Malt Manufacturing,6,31
311214,Rice milling and malt manufacturing,6,31
311221,Wet corn milling,6,31
311224,Oilseed processing,6,31
311225,Fat and oil refining and blending,6,31
311230,Breakfast cereal manufacturing,6,31
311310,Sugar manufacturing,6,31
311313,Beet Sugar Manufacturing,6,31
311314,Cane Sugar Manufacturing,6,31
311340,Non-chocolate confectionery manufacturing,6,31
311351,Chocolate and chocolate confectionery manufacturing from cacao beans,6,31
311352,Confectionery manufacturing from purchased chocolate,6,31
311410,Frozen food manufacturing,6,31
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",6,31
311412,Frozen Specialty Food Manufacturing,6,31
311420,"Fruit and vegetable canning, pickling and drying",6,31
311421,Fruit and Vegetable Canning,6,31
311422,Specialty Canning,6,31
311423,Dried and Dehydrated Food Manufacturing,6,31
311511,Fluid milk manufacturing,6,31
311512,Creamery Butter Manufacturing,6,31
311513,Cheese Manufacturing,6,31
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",6,31
311515,"Butter, cheese, and dry and condensed dairy product manufacturing",6,31
311520,Ice cream and frozen dessert manufacturing,6,31
311611,Animal (except poultry) slaughtering,6,31
311612,Meat Processed from Carcasses,6,31
311613,Rendering and Meat Byproduct Processing,6,31
311614,Rendering and meat processing from carcasses,6,31
311615,Poultry processing,6,31
311710,Seafood product preparation and packaging,6,31
311811,Retail bakeries,6,31
311812,Commercial Bakeries,6,31
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",6,31
311814,Commercial bakeries and frozen bakery product manufacturing,6,31
311821,Cookie and cracker manufacturing,6,31
311824,"Flour mixes, dough, and pasta manufacturing from purchased flour",6,31
311830,Tortilla manufacturing,6,31
311911,Roasted nut and peanut butter manufacturing,6,31
311919,Other snack food manufacturing,6,31
311920,Coffee and tea manufacturing,6,31
311930,Flavouring syrup and concentrate manufacturing,6,31
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",6,31
311942,Spice and Extract Manufacturing,6,31
311990,All other food manufacturing,6,31
311991,Perishable Prepared Food Manufacturing,6,31
311999,All Other Miscellaneous Food Manufacturing,6,31
312110,Soft drink and ice manufacturing,6,31
312111,Soft Drink Manufacturing,6,31
312112,Bottled Water Manufacturing,6,31
312113,Ice Manufacturing,6,31
312120,Breweries,6,31
312130,Wineries,6,31
312140,Distilleries,6,31
312210,Tobacco stemming and redrying,6,31
312220,Tobacco product manufacturing,6,31
312230,Tobacco Manufacturing,6,31
313110,"Fibre, yarn and thread mills",6,31
313210,Broad-woven fabric mills,6,31
313220,Narrow fabric mills and Schiffli machine embroidery,6,31
313230,Nonwoven fabric mills,6,31
313240,Knit fabric mills,6,31
313310,Textile and fabric finishing,6,31
313320,Fabric coating,6,31
314110,Carpet and rug mills,6,31
314120,Curtain and linen mills,6,31
314910,Textile bag and canvas mills,6,31
314990,All other textile product mills,6,31
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",6,31
314999,All Other Miscellaneous Textile Product Mills,6,31
315110,Hosiery and sock mills,6,31
315190,Other clothing knitting mills,6,31
315210,Cut and sew clothing contracting,6,31
315220,Men's and boys' cut and sew clothing manufacturing,6,31
315240,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",6,31
315241,Infants' cut and sew clothing manufacturing,6,31
315249,Women's and girls' cut and sew clothing manufacturing,6,31
315280,Other Cut and Sew Apparel Manufacturing,6,31
315281,Fur and leather clothing manufacturing,6,31
315289,All other cut and sew clothing manufacturing,6,31
315990,Clothing accessories and other clothing manufacturing,6,31
316110,Leather and hide tanning and finishing,6,31
316210,Footwear manufacturing,6,31
316990,Other leather and allied product manufacturing,6,31
316992,Women's Handbag and Purse Manufacturing,6,31
316998,All Other Leather Good and Allied Product Manufacturing,6,31
311351,Chocolate and confectionery manufacturing from cacao beans,6,31
311352,Confectionery manufacturing from purchased chocolate,6,31
311611,Animal (except poultry) slaughtering,6,31
311614,Rendering and meat processing from carcasses,6,31
311615,Poultry processing,6,31
311821,Cookie and cracker manufacturing,6,31
315291,Infants' cut and sew clothing manufacturing,6,31
311822,Flour mixes and dough manufacturing from purchased flour,6,31
311823,Dry pasta manufacturing,6,31
315221,Men's and boys' cut and sew underwear and nightwear manufacturing,6,31
315222,"Men's and boys' cut and sew suit, coat and overcoat manufacturing",6,31
315226,Men's and boys' cut and sew shirt manufacturing,6,31
315227,"Men's and boys' cut and sew trouser, slack and jean manufacturing",6,31
315229,Other men's and boys' cut and sew clothing manufacturing,6,31
315231,"Women's and girls' cut and sew lingerie, loungewear and nightwear manufacturing",6,31
315232,Women's and girls' cut and sew blouse and shirt manufacturing,6,31
315233,Women's and girls' cut and sew dress manufacturing,6,31
315234,"Women's and girls' cut and sew suit, coat, tailored jacket and skirt manufacturing",6,31
315239,Other women's and girls' cut and sew clothing manufacturing,6,31
321,Wood product manufacturing,3,32
322,Paper manufacturing,3,32
323,Printing and related support activities,3,32
324,Petroleum and coal product manufacturing,3,32
325,Chemical manufacturing,3,32
326,Plastics and rubber products manufacturing,3,32
327,Non-metallic mineral product manufacturing,3,32
3211,Sawmills and wood preservation,4,32
3212,"Veneer, plywood and engineered wood product manufacturing",4,32
3219,Other wood product manufacturing,4,32
3221,"Pulp, paper and paperboard mills",4,32
3222,Converted paper product manufacturing,4,32
3231,Printing and related support activities,4,32
3241,Petroleum and coal product manufacturing,4,32
3251,Basic chemical manufacturing,4,32
3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",4,32
3253,"Pesticide, fertilizer and other agricultural chemical manufacturing",4,32
3254,Pharmaceutical and medicine manufacturing,4,32
3255,"Paint, coating and adhesive manufacturing",4,32
3256,"Soap, cleaning compound and toilet preparation manufacturing",4,32
3259,Other chemical product manufacturing,4,32
3261,Plastic product manufacturing,4,32
3262,Rubber product manufacturing,4,32
3271,Clay product and refractory manufacturing,4,32
3272,Glass and glass product manufacturing,4,32
3273,Cement and concrete product manufacturing,4,32
3274,Lime and gypsum product manufacturing,4,32
3279,Other non-metallic mineral product manufacturing,4,32
32111,Sawmills and wood preservation,5,32
32121,"Veneer, plywood and engineered wood product manufacturing",5,32
32191,Millwork,5,32
32192,Wood container and pallet manufacturing,5,32
32199,All other wood product manufacturing,5,32
32211,Pulp mills,5,32
32212,Paper mills,5,32
32213,Paperboard mills,5,32
32221,Paperboard container manufacturing,5,32
32222,Paper bag and coated and treated paper manufacturing,5,32
32223,Stationery product manufacturing,5,32
32229,Other converted paper product manufacturing,5,32
32311,Printing,5,32
32312,Support activities for printing,5,32
32411,Petroleum refineries,5,32
32412,"Asphalt paving, roofing and saturated materials manufacturing",5,32
32419,Other petroleum and coal product manufacturing,5,32
32511,Petrochemical manufacturing,5,32
32512,Industrial gas manufacturing,5,32
32513,Synthetic dye and pigment manufacturing,5,32
32518,Other basic inorganic chemical manufacturing,5,32
32519,Other basic organic chemical manufacturing,5,32
32521,Resin and synthetic rubber manufacturing,5,32
32522,Artificial and synthetic fibres and filaments manufacturing,5,32
32531,Fertilizer manufacturing,5,32
32532,Pesticide and other agricultural chemical manufacturing,5,32
32541,Pharmaceutical and medicine manufacturing,5,32
32551,Paint and coating manufacturing,5,32
32552,Adhesive manufacturing,5,32
32561,Soap and cleaning compound manufacturing,5,32
32562,Toilet preparation manufacturing,5,32
32591,Printing ink manufacturing,5,32
32592,Explosives manufacturing,5,32
32599,All other chemical product manufacturing,5,32
32611,Plastic packaging materials and unlaminated film and sheet manufacturing,5,32
32612,"Plastic pipe, pipe fitting, and unlaminated profile shape manufacturing",5,32
32613,"Laminated plastic plate, sheet (except packaging), and shape manufacturing",5,32
32614,Polystyrene foam product manufacturing,5,32
32615,Urethane and other foam product (except polystyrene) manufacturing,5,32
32616,Plastic bottle manufacturing,5,32
32619,Other plastic product manufacturing,5,32
32621,Tire manufacturing,5,32
32622,Rubber and plastic hose and belting manufacturing,5,32
32629,Other rubber product manufacturing,5,32
32711,"Pottery, ceramics and plumbing fixture manufacturing",5,32
32712,Clay building material and refractory manufacturing,5,32
32721,Glass and glass product manufacturing,5,32
32731,Cement manufacturing,5,32
32732,Ready-mix concrete manufacturing,5,32
32733,"Concrete pipe, brick and block manufacturing",5,32
32739,Other concrete product manufacturing,5,32
32741,Lime manufacturing,5,32
32742,Gypsum product manufacturing,5,32
32791,Abrasive product manufacturing,5,32
32799,All other non-metallic mineral product manufacturing,5,32
321113,Sawmills,6,32
321114,Wood preservation,6,32
321211,Hardwood veneer and plywood mills,6,32
321212,Softwood veneer and plywood mills,6,32
321213,Engineered Wood Member (except Truss) Manufacturing,6,32
321214,Truss Manufacturing,6,32
321215,Structural wood product manufacturing,6,32
321216,Particle board and fibreboard mills,6,32
321217,Waferboard mills,6,32
321219,Reconstituted Wood Product Manufacturing,6,32
321911,Wood window and door manufacturing,6,32
321912,"Cut Stock, Resawing Lumber, and Planing",6,32
321918,Other Millwork (including Flooring),6,32
321919,Other millwork,6,32
321920,Wood container and pallet manufacturing,6,32
321991,Manufactured (mobile) home manufacturing,6,32
321992,Prefabricated wood building manufacturing,6,32
321999,All other miscellaneous wood product manufacturing,6,32
322110,Pulp Mills,6,32
322111,Mechanical pulp mills,6,32
322112,Chemical pulp mills,6,32
322121,Paper (except newsprint) mills,6,32
322122,Newsprint mills,6,32
322130,Paperboard mills,6,32
322211,Corrugated and solid fibre box manufacturing,6,32
322212,Folding paperboard box manufacturing,6,32
322219,Other paperboard container manufacturing,6,32
322220,Paper bag and coated and treated paper manufacturing,6,32
322230,Stationery product manufacturing,6,32
322291,Sanitary paper product manufacturing,6,32
322299,All other converted paper product manufacturing,6,32
323111,Commercial Printing (except Screen and Books),6,32
323113,Commercial screen printing,6,32
323114,Quick printing,6,32
323115,Digital printing,6,32
323116,Manifold business forms printing,6,32
323117,Books Printing,6,32
323119,Other printing,6,32
323120,Support activities for printing,6,32
324110,Petroleum refineries,6,32
324121,Asphalt paving mixture and block manufacturing,6,32
324122,Asphalt shingle and coating material manufacturing,6,32
324190,Other petroleum and coal product manufacturing,6,32
324191,Petroleum Lubricating Oil and Grease Manufacturing,6,32
324199,All Other Petroleum and Coal Products Manufacturing,6,32
325110,Petrochemical manufacturing,6,32
325120,Industrial gas manufacturing,6,32
325130,Synthetic dye and pigment manufacturing,6,32
325180,Other Basic Inorganic Chemical Manufacturing,6,32
325181,Alkali and chlorine manufacturing,6,32
325189,All other basic inorganic chemical manufacturing,6,32
325193,Ethyl Alcohol Manufacturing,6,32
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",6,32
325199,All Other Basic Organic Chemical Manufacturing,6,32
325210,Resin and synthetic rubber manufacturing,6,32
325211,Plastics Material and Resin Manufacturing,6,32
325212,Synthetic Rubber Manufacturing,6,32
325220,Artificial and synthetic fibres and filaments manufacturing,6,32
325311,Nitrogenous Fertilizer Manufacturing,6,32
325312,Phosphatic Fertilizer Manufacturing,6,32
325313,Chemical fertilizer (except potash) manufacturing,6,32
325314,Mixed fertilizer manufacturing,6,32
325320,Pesticide and other agricultural chemical manufacturing,6,32
325410,Pharmaceutical and medicine manufacturing,6,32
325411,Medicinal and Botanical Manufacturing,6,32
325412,Pharmaceutical Preparation Manufacturing,6,32
325413,In-Vitro Diagnostic Substance Manufacturing,6,32
325414,Biological Product (except Diagnostic) Manufacturing,6,32
325510,Paint and coating manufacturing,6,32
325520,Adhesive manufacturing,6,32
325611,Soap and Other Detergent Manufacturing,6,32
325612,Polish and Other Sanitation Good Manufacturing,6,32
325613,Surface Active Agent Manufacturing,6,32
325620,Toilet preparation manufacturing,6,32
325910,Printing ink manufacturing,6,32
325920,Explosives manufacturing,6,32
325991,Custom compounding of purchased resins,6,32
325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",6,32
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,6,32
325999,All other miscellaneous chemical product manufacturing,6,32
326111,Plastic bag and pouch manufacturing,6,32
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,6,32
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,6,32
326114,Plastic film and sheet manufacturing,6,32
326121,Unlaminated plastic profile shape manufacturing,6,32
326122,Plastic pipe and pipe fitting manufacturing,6,32
326130,"Laminated plastic plate, sheet (except packaging), and shape manufacturing",6,32
326140,Polystyrene foam product manufacturing,6,32
326150,Urethane and other foam product (except polystyrene) manufacturing,6,32
326160,Plastic bottle manufacturing,6,32
326191,Plastic plumbing fixture manufacturing,6,32
326193,Motor vehicle plastic parts manufacturing,6,32
326196,Plastic window and door manufacturing,6,32
326198,All other plastic product manufacturing,6,32
326199,All Other Plastics Product Manufacturing,6,32
326210,Tire manufacturing,6,32
