0,Canada
48,Alberta
59,British Columbia
47,Saskatchewan
46,Manitoba
35,Ontario
24,Quebec
13,New Brunswick
12,Nova Scotia
11,Prince Edward Island
10,Newfoundland & Labrador
60,Yukon
61,Northwest Territories
62,Nunavut
